,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
193405,-11.5385,-9.4569,-13.6206,-12.7454,-17.8757,-11.2384,-10.7055,-11.2849,-12.5764,-10.1114,-8.4882,-8.1495,-9.7227,-9.6232,-14.8028,-6.4239,-8.226,-12.6362,-10.513,-15.3854,-6.3728,-9.1956,-8.3892,-12.9347,-19.1845
193406,-21.7391,-4.2503,4.0352,-3.3077,-1.8243,1.5099,1.3399,-2.0387,-1.491,-7.2608,2.0863,2.5998,-0.9933,0.7991,-0.3991,1.7286,1.6032,1.3738,4.3364,-0.8892,2.3918,2.6594,3.6536,3.6886,4.3503
193407,-19.6969,-28.6328,-24.9563,-22.131,-22.3394,-22.0453,-18.7653,-23.7038,-26.4883,-23.6166,-17.1171,-17.6041,-16.4489,-20.6454,-24.6607,-13.137,-10.6255,-14.7007,-19.9576,-34.7014,-8.6316,-11.2368,-15.3297,-20.869,-31.4033
193408,8.9129,16.2469,10.3013,10.034,13.6571,18.5298,9.1917,11.0255,14.0481,13.6331,8.2917,10.464,8.813,13.2229,9.4568,6.5748,6.7601,5.9726,10.8378,11.6529,4.5331,5.5249,6.4634,4.3351,8.8628
193409,0.9537,-9.1178,-4.1506,0.449,-2.1949,-1.9537,-0.8269,-3.2796,-1.171,-5.2795,-2.9115,1.7605,-0.4013,-3.2552,-0.8376,-1.5398,-0.4969,-0.2088,0.0929,1.7779,-0.7184,-0.9992,-1.8138,-0.526,2.0314
193410,1.4775,3.4337,-3.0996,-7.3623,-4.0927,-5.7352,0.7839,-0.7257,-2.6537,-4.9107,0.7928,-0.9816,0.4575,-5.0059,-6.8453,-0.1534,0.3556,0.5707,-10.4578,-10.6554,2.1714,-0.2112,-4.3568,-6.6758,-6.8033
193411,7.1279,9.8227,30.3685,17.7908,16.8635,28.1018,21.8815,19.8699,14.3214,4.8203,13.5732,14.5274,12.3364,20.9637,6.7682,13.7567,11.3854,14.13,13.0866,6.0141,9.6382,8.8612,5.795,9.7353,3.5125
193412,4.315,-0.8626,0.3468,0.2125,-2.2909,4.8177,2.9483,2.2341,3.5671,0.2255,4.2074,2.5358,1.5183,4.1486,-3.506,2.6275,2.8591,3.1461,1.7953,-7.6006,-0.655,0.8072,-0.6261,-2.602,-3.5578
193501,-0.1267,-7.3521,-8.7892,2.1671,-0.574,-8.1334,-0.9624,-1.5035,-3.9686,-1.3038,-5.1656,-5.2777,-2.8366,-2.1713,-5.5352,-4.4676,-2.6235,-3.6371,-6.4377,-13.7398,-2.4922,-5.4567,-2.9714,-8.5889,-14.5156
193502,-12.5501,-15.5241,-7.8191,-10.7993,-8.1769,-3.1839,-5.981,-4.9505,-4.1661,-11.5484,-1.9262,-4.3088,-0.8813,-7.1831,-10.4785,0.2082,-0.3185,-0.9566,-10.8017,-23.851,0.4017,-1.6227,-3.8686,-10.2513,-14.5121
193503,-2.3681,-14.5539,-10.2913,-14.3896,-10.9523,-12.5771,-8.9457,-8.3036,-7.3486,-13.7591,-4.152,-9.3701,-5.1086,-11.5391,-13.2625,-4.7619,-6.6408,-6.6249,-5.5765,-6.8037,-4.6129,-3.8199,0.0939,-8.2643,-5.086
193504,36.1318,3.0853,9.2299,15.4751,12.4791,10.4212,12.6734,13.4909,7.1763,9.7515,2.9034,11.6728,6.8109,14.2079,11.4584,6.2915,7.4199,6.4363,7.1886,13.3227,7.3688,9.9317,11.4259,11.9797,15.7933
193505,-12.3222,0.0687,5.6692,3.2746,0.6888,-6.4283,0.6449,4.6446,4.1613,1.186,2.5024,-1.5613,1.0761,-0.8214,6.0273,-0.4747,1.3608,-0.5453,5.9257,3.9139,3.0143,3.0191,6.3303,8.1887,8.7241
193506,-0.0791,-1.921,-4.2763,-0.7677,0.7536,6.8382,8.8839,4.2669,2.8234,-3.4508,4.7954,10.5039,6.3284,2.9856,1.0109,4.5844,7.8469,6.5544,4.2723,-2.1072,6.0353,6.9875,4.8208,8.6352,18.4099
193507,9.3912,21.0135,19.9093,15.2335,12.4163,11.8744,14.1798,14.1297,13.0571,14.2982,5.5543,7.4666,12.8635,8.3807,12.4453,7.3598,6.0426,5.7974,10.2315,16.9429,5.54,8.532,5.1478,9.7873,8.1021
193508,4.9802,1.791,14.8013,16.0353,21.8003,9.9053,7.1834,5.091,13.7467,14.5765,0.5963,1.3844,6.4716,5.7191,15.8843,0.484,3.1827,5.1881,3.3253,6.3259,-1.0726,2.0892,0.369,7.4708,5.3868
193509,-6.0713,14.7352,0.2684,10.3341,-3.6576,9.7559,4.9517,2.1378,3.6796,-0.5628,1.0901,7.6308,4.8678,6.9465,-5.5466,1.5826,2.3685,1.4096,2.7933,-0.4954,3.5359,0.2817,-0.7919,0.3505,0.3193
193510,8.8621,8.8369,13.3906,13.64,3.5063,10.2621,11.7881,10.9467,8.7647,8.3432,8.1381,10.2557,9.7705,8.7818,10.1763,5.7617,5.5818,4.3428,12.4056,6.7925,5.9361,7.4159,8.796,9.9657,8.4476
193511,52.1491,14.3961,26.907,22.7157,50.6727,8.3586,7.665,8.6613,13.2473,23.9483,15.3535,8.2942,8.1345,7.4198,15.5683,4.3165,2.8459,5.9011,8.5773,15.8016,1.9743,4.7915,4.0831,7.2889,21.7089
193512,0.2636,0.1283,2.7739,5.2033,2.9299,8.2359,6.8789,14.5407,3.3287,3.0069,4.1548,5.1751,9.302,8.3538,10.4965,8.2135,1.4142,7.6539,11.1382,6.2628,1.7926,1.8863,9.0391,6.6127,7.512
193601,35.4597,32.7078,15.4959,24.6489,43.6203,17.5705,11.8202,8.3704,13.8365,28.5229,2.7135,8.9245,8.0573,12.1145,14.3281,4.4195,5.9542,8.3075,9.7386,8.6022,3.498,2.0184,10.6133,14.3501,20.1976
193602,2.0033,2.8205,11.3844,6.9435,6.9741,2.4389,8.708,7.8906,6.2866,3.0083,0.7962,1.3445,5.7718,8.4484,6.2449,1.9736,1.8672,5.9117,4.72,9.6343,2.8832,2.0436,1.8042,1.9309,4.226
193603,12.0687,-1.5766,6.5827,2.0291,-3.0196,0.006,1.9391,1.9739,-1.3111,0.9484,3.8147,1.9736,2.3936,2.7804,2.6573,-1.7055,0.2546,1.6105,2.2259,-4.7848,1.1551,-0.7022,-2.476,3.4489,-4.8526
193604,-26.7366,-29.2586,-15.0393,-13.3951,-22.3639,-18.7463,-13.8931,-14.1369,-14.8467,-18.7421,-7.483,-9.3467,-11.8909,-12.9148,-9.6606,-7.8057,-8.8585,-11.4853,-10.7985,-14.2209,-7.0006,-7.817,-7.5851,-11.0028,-9.9376
193605,0.3634,0.5017,2.7721,7.2462,9.209,4.2267,5.1023,5.7966,6.357,4.8536,1.848,5.1683,5.6576,3.6192,12.0052,4.4301,0.9653,3.3082,5.3836,8.2045,4.9285,4.4738,3.0663,4.932,8.9805
193606,-5.1047,3.9511,-1.4534,-2.9435,-4.4888,-2.6975,1.0974,-3.3937,-2.4575,-0.0562,-2.1585,-0.0639,0.4869,2.9667,-2.8442,0.8546,-0.825,0.0805,0.4904,-2.63,2.21,2.0868,2.2832,2.7291,1.667
193607,1.9772,0.1417,14.9354,9.7237,4.6109,10.9228,12.6728,9.572,6.6058,3.7333,7.776,9.5891,5.6778,7.0973,15.0509,8.0236,3.3444,7.3354,10.8716,14.4399,4.2506,3.951,7.3392,10.2286,8.7903
193608,-10.4265,-2.1853,2.524,3.3768,3.6972,-1.6085,3.3026,1.7103,2.6705,3.5579,0.9944,0.5706,3.3304,2.1261,6.2164,0.5477,1.6156,3.6047,3.6247,5.3729,-0.6199,1.5711,0.1181,2.0965,1.6
193609,8.2891,12.4418,0.495,7.761,7.3235,3.3475,2.2764,1.9989,5.0589,2.6926,2.8338,0.8275,5.2679,5.3313,1.4271,2.0685,2.9925,1.1964,0.3758,2.5536,-0.1199,2.1886,0.3297,2.3962,-0.6049
193610,7.1437,5.889,6.6286,8.4054,9.9525,1.8167,6.6837,8.7817,8.0107,6.6893,5.0105,1.7831,7.8791,5.3175,5.5948,3.13,3.8862,8.536,14.8936,4.5873,5.7123,4.508,10.2588,8.2735,4.4225
193611,31.651,12.6532,13.9187,18.5969,18.7977,13.1097,8.8053,6.6206,10.7508,12.7371,8.6955,7.7358,6.9634,9.7828,9.2074,4.1118,2.0271,8.5996,6.4974,3.528,3.8832,3.8794,2.9391,-1.817,-4.8003
193612,-8.6305,-0.2777,7.2814,-0.7961,5.951,2.6788,1.3796,-1.5129,4.0513,8.1109,0.0595,1.3055,1.787,1.2148,8.135,-0.58,0.3217,1.7263,2.2741,2.673,-2.1415,-0.8003,1.4408,4.9102,-1.4385
193701,17.1275,1.9852,22.9535,11.7971,14.9119,12.2327,6.9503,5.8462,9.011,10.5543,5.5251,3.8943,8.0053,8.2975,5.7303,3.4596,4.9703,2.6764,3.4458,9.7793,2.1767,1.9411,0.9302,4.4737,4.7215
193702,-6.4207,12.1393,-9.8609,8.2831,7.2172,-2.957,2.6974,0.3263,0.9266,8.3361,3.0742,2.3958,1.4552,1.8143,6.8783,1.0484,1.8303,1.0679,3.2789,9.8046,-0.7245,0.2429,1.9438,0.5655,6.1464
193703,-9.7165,-7.9338,6.4633,-3.7088,3.4517,-3.6372,-3.078,-2.7572,2.9631,0.1621,-3.5084,-2.3005,0.6406,-2.9745,4.921,-4.0452,-1.0869,0.8111,-0.9841,10.4953,-1.2628,-1.897,0.2724,3.2749,3.857
193704,-15.2358,-17.1753,-18.5538,-11.4823,-16.8727,-9.4121,-10.7968,-11.193,-12.5243,-14.3694,-7.7159,-9.4923,-6.9883,-8.2363,-9.9641,-6.2855,-8.5837,-8.8519,-12.2021,-11.0775,-7.6176,-5.3622,-6.8433,-7.8675,-6.6388
193705,-6.4327,-8.3209,-3.1888,-1.9401,-3.4841,-1.1032,-1.5143,-2.9287,-4.0533,-7.2065,-0.8199,-1.9336,-3.1309,-1.1259,-4.326,-1.7079,-1.9846,-2.7298,-3.3741,-1.6723,0.6006,-2.8077,-1.8945,-4.4261,-3.7738
193706,-13.1623,-8.4475,-15.4887,-8.8769,-13.1817,-10.1564,-8.7575,-6.8185,-8.7053,-15.3335,-6.7631,-7.433,-6.4457,-7.5374,-11.1383,-4.3592,-7.3714,-5.1801,-7.0799,-11.2886,-4.7583,-2.6689,-4.2637,-5.4489,-10.5218
193707,14.0996,13.1565,14.6622,10.2977,11.6056,11.6386,12.3216,8.802,8.6214,8.6813,8.2708,11.7281,6.3034,7.6336,10.1714,8.0052,9.0686,7.0192,9.1804,8.1748,8.6136,9.4854,9.7081,10.6876,9.9143
193708,-4.9906,-8.7068,-9.4671,-5.2718,-8.5845,-7.6203,-5.9328,-3.9519,-5.3909,-3.2919,-3.1012,-5.7066,-5.4277,-4.2133,-6.103,-4.4853,-3.5741,-4.0115,-5.825,-7.964,-2.4967,-5.7532,-5.7366,-6.7329,-8.8184
193709,-23.0969,-28.9277,-24.2874,-20.6358,-22.5616,-25.0534,-20.9981,-20.9722,-21.6705,-23.6735,-20.8131,-21.1767,-19.6296,-18.0667,-25.5714,-18.4498,-18.5533,-15.7634,-19.8827,-22.5103,-13.8641,-15.1569,-14.479,-17.6127,-19.3719
193710,-7.9407,-8.0846,-9.2338,-8.7652,-7.6813,-10.9569,-10.2192,-10.9754,-12.2825,-12.2856,-12.8222,-10.3425,-12.2794,-8.28,-11.8836,-7.1886,-11.7148,-9.5256,-10.8845,-14.8499,-10.7173,-8.5781,-8.3951,-10.2275,-15.7297
193711,-2.674,-10.0834,-15.6139,-13.5333,-16.2082,-12.9749,-13.6235,-14.2306,-11.7967,-10.9187,-10.5172,-13.1985,-8.6318,-11.3675,-11.7476,-10.1865,-10.3916,-13.7204,-13.6052,-10.6592,-10.5239,-9.6195,-8.9491,-6.9626,-9.6817
193712,-20.4811,-21.822,-17.6401,-12.0863,-13.5375,-16.2785,-16.2818,-13.4166,-13.1934,-16.4719,-14.0979,-13.338,-11.3174,-9.739,-15.4104,-3.5653,-9.0688,-11.1789,-12.3288,-11.176,-2.9522,-6.3463,-4.1098,-7.8163,-8.3692
193801,8.0026,8.2597,16.1516,4.073,7.8806,5.1967,7.2164,3.0183,5.4818,6.8445,2.2294,7.4675,5.5699,5.4057,1.6497,1.6697,1.3311,5.4005,4.9971,-1.6067,0.426,-0.6416,-1.2375,1.1929,-3.1372
193802,2.6665,1.1428,2.5245,2.9945,-0.0851,12.1697,7.508,7.248,6.0932,6.5892,8.7589,6.3625,6.7791,4.7908,7.5926,4.631,8.0837,5.9306,6.3395,6.6577,8.4935,7.1147,7.5198,6.9004,9.0098
193803,-27.4198,-31.8883,-32.6522,-30.8417,-32.0289,-33.2501,-33.1803,-28.6182,-30.1324,-32.2535,-29.9197,-29.1725,-27.7199,-24.0372,-36.5024,-26.7458,-27.3034,-24.82,-30.8791,-35.0973,-24.2422,-23.7857,-25.1736,-26.3909,-36.0557
193804,27.7627,31.0379,22.0345,21.2325,24.6278,23.4193,23.0101,22.613,23.89,21.5651,23.0256,20.1058,18.9904,13.753,27.7732,21.8905,16.6692,16.0964,22.1407,19.1809,15.8096,15.8805,15.9853,16.222,14.3697
193805,-12.9049,-15.1477,-9.927,-5.5015,-6.9225,-12.6544,-8.0614,-7.5146,-7.6993,-8.7919,-9.1405,-5.2508,-8.0201,-5.7134,-5.2037,-8.5699,-6.4858,-5.1193,-9.7512,-10.4618,-4.357,-5.9093,-6.4581,-6.6177,-2.6994
193806,36.9006,38.4201,38.3896,31.4762,27.3796,39.6738,31.9532,32.2068,30.0401,31.6546,36.0286,31.6192,31.269,24.5331,36.2927,28.4435,32.5493,28.0555,31.242,38.2016,27.6952,28.5881,24.8415,29.4687,31.223
193807,26.634,3.4028,27.2447,15.3185,15.6201,8.8278,16.8636,16.6284,15.1609,12.7138,14.2437,13.2967,9.1467,9.3334,16.1523,8.9727,13.1538,13.181,12.2241,15.9233,6.6189,6.9022,5.1065,4.6665,9.0156
193808,-12.0416,-16.5773,-3.9282,-7.4275,-14.6178,-3.633,-4.5653,-6.5795,-6.5612,-8.9654,-4.3145,-4.9402,-3.5417,-6.0033,-10.8257,-4.4003,-2.4503,-5.7023,-6.7065,-7.2215,-1.548,-4.7981,-3.7252,-5.9397,-7.6392
193809,-14.2287,0.7937,-5.1088,-1.8572,-2.962,0.5272,-4.8269,-2.1821,-1.9493,-1.6374,-2.0182,-1.2625,-3.0322,-1.9331,-2.7747,-0.1177,-0.8529,-1.872,-2.0148,-3.0218,0.0691,0.9606,0.8607,0.5021,-0.5512
193810,12.391,4.3199,33.9117,18.8414,14.6135,12.0343,22.2119,12.5898,15.2265,21.5391,13.8507,13.4935,11.4824,13.8505,21.6831,12.4655,11.0597,9.2755,13.8435,23.5034,7.5545,6.932,10.4996,14.0697,23.8646
193811,-4.285,-6.8761,-7.0145,0.7491,-10.5199,-5.1534,-7.0793,-2.7914,-4.7749,-6.5541,-2.1479,-1.9977,0.1222,-4.386,-8.9706,-0.456,-1.4632,-2.8135,-3.8811,-1.9702,-1.5717,-1.3046,-2.9449,-3.1413,-4.9265
193812,3.7587,3.3333,-5.4535,-2.5352,-2.9646,7.8106,3.6967,5.1541,-0.9122,2.9708,2.0301,6.6162,2.661,4.8038,4.7434,3.4883,1.3459,4.6904,2.2975,12.4077,3.4296,4.013,3.0029,2.936,11.8165
193901,-3.0182,-0.0919,-7.4126,-7.1051,-6.2663,-2.0769,-9.5251,-8.869,-9.1331,-13.4143,-8.19,-8.7398,-8.1963,-8.0439,-10.0938,-6.9036,-8.407,-8.5649,-4.0549,-12.9162,-6.4837,-7.1012,-5.0717,-7.2945,-12.5866
193902,7.1583,-0.7143,2.9473,1.0297,6.0055,-0.7674,2.4567,4.305,4.6409,5.7036,3.0405,7.5015,4.3293,6.0871,7.2989,4.8678,4.9138,2.1696,3.094,5.0848,1.5864,4.3439,4.7988,5.3109,9.5433
193903,-22.7039,-22.3235,-20.5812,-20.016,-18.4711,-15.6194,-19.7206,-16.918,-20.4913,-23.5485,-18.889,-16.1745,-16.397,-18.3309,-23.7094,-11.4732,-18.6343,-19.268,-16.3158,-28.7574,-11.3055,-11.9527,-14.7637,-18.9408,-26.9263
193904,1.3258,-2.6786,-0.465,0.6759,1.9857,-1.4978,-1.3691,1.3815,1.3512,1.8024,1.2205,-0.2808,-2.3281,-2.3151,3.5506,-1.2595,-0.3757,-0.3052,-0.5462,1.4876,-0.2395,-0.9158,-0.5239,-1.8588,-2.451
193905,6.2569,3.9171,7.8098,5.9818,7.6726,5.8564,11.5096,7.6532,8.9902,9.062,11.5231,10.0114,10.335,9.253,10.1935,7.5096,7.9005,9.7737,9.9781,9.8665,6.8894,7.2855,5.527,5.1559,10.8323
193906,-9.5802,-14.5897,-12.2524,-11.7623,-9.5158,-8.8424,-8.9601,-8.0257,-9.1436,-14.4948,-9.9867,-4.6377,-8.9178,-8.6625,-10.4796,-4.7901,-8.9594,-10.0779,-8.3967,-15.6423,-5.8356,-6.7258,-5.4801,-10.1333,-14.0599
193907,11.5867,26.6006,19.6553,13.9901,12.2414,14.1842,17.3223,14.0883,12.3086,14.0715,16.3276,17.6071,13.5148,11.3642,16.6554,15.2064,12.7957,14.7542,11.2205,22.6234,10.4521,10.3657,7.4956,11.0467,17.868
193908,-14.3273,-19.8757,-14.6021,-14.2869,-8.6818,-14.2983,-12.7095,-13.3667,-11.6284,-13.0809,-10.9777,-12.4468,-10.0389,-9.2953,-14.4974,-10.9766,-11.394,-10.8808,-7.9965,-14.6063,-7.6853,-7.6369,-7.8581,-8.2413,-13.9675
193909,88.0331,31.656,69.1931,49.8356,105.2184,43.6463,38.8211,41.0758,36.0956,55.9418,29.0049,25.4813,35.9362,26.2762,76.0176,16.0723,21.9029,21.1059,28.6658,40.4072,11.9994,15.3665,13.2743,34.9932,46.7476
193910,0.9881,-4.2949,-3.7054,-3.1204,-6.6793,-1.7247,0.8647,-1.3773,2.8565,-5.0917,2.3501,4.1496,-1.8388,1.678,-5.9818,3.9292,1.8072,1.1656,-2.3951,-3.0358,1.3479,-1.0657,0.9458,-4.1129,-4.9278
193911,-14.417,-8.3123,-10.7216,-11.3648,-17.1457,-6.1565,-9.3003,-11.2274,-7.8947,-14.9424,-5.5397,-8.6072,-7.0958,-6.4993,-15.0503,-6.2593,-5.9275,-4.4514,-6.5769,-11.8368,-3.7888,-4.1612,-4.5361,-7.9063,-12.1696
193912,9.8125,-6.7902,2.6827,-0.2276,-4.1855,1.955,1.1893,-0.0447,-1.1971,2.4666,4.2697,3.492,4.2801,-0.6224,4.7367,2.8986,1.5366,0.4658,0.2564,-0.2749,2.9097,1.8095,3.1307,0.5931,-1.0288
194001,-3.4016,-4.927,-6.8214,-4.9466,-1.0059,-0.0175,-2.4788,-2.4589,-1.473,-2.7119,-3.3725,-1.8823,-1.2748,-0.8579,-4.9473,-1.2371,-1.6914,-2.4456,-2.383,-5.4184,-1.4931,-2.1257,-2.0012,-4.9442,-6.568
194002,-0.3281,2.1211,8.5383,3.7077,7.2087,0.7967,6.2746,3.4579,4.1206,0.6888,4.2391,3.9233,2.1399,1.9654,4.7071,1.3732,2.067,3.696,2.7103,-0.1396,-0.2785,1.2719,-0.7224,1.2757,0.657
194003,13.4349,-0.552,-4.6522,2.0115,3.7803,3.3532,3.8044,2.2631,2.4672,1.9259,6.1165,2.4288,1.0813,2.6103,-1.0531,2.3339,1.5886,1.5021,1.4897,-0.6907,1.7731,0.7132,2.2494,2.2575,4.5676
194004,8.5863,-5.8174,-1.6085,0.5092,5.1043,2.9168,3.8496,0.0578,3.8741,4.7829,2.1505,0.3677,3.4851,0.7668,4.3909,-1.9984,-0.6038,-0.2921,1.8666,-1.6273,-0.2578,-0.9639,1.3392,-0.6501,-1.4612
194005,-40.9891,-24.833,-32.9955,-26.9307,-31.6785,-24.1778,-27.7016,-27.314,-27.0929,-32.7215,-27.5983,-26.9529,-27.6377,-27.1298,-31.9836,-26.5712,-28.1154,-27.3478,-25.0701,-32.3825,-22.9129,-22.5367,-23.3891,-22.3459,-29.2808
194006,8.981,-3.699,7.8262,3.7489,6.257,4.0533,5.4104,4.9689,5.9303,9.3339,3.9277,5.7358,5.0278,4.9252,7.6957,7.8351,5.6833,7.902,5.2348,13.6192,3.6201,6.3242,9.3353,4.7356,21.5816
194007,3.9683,1.8637,-1.5884,0.5713,3.3324,3.8256,5.8918,3.289,4.4499,1.3613,7.0161,6.0454,4.638,5.2031,2.7942,3.2481,4.2013,3.0879,3.5516,5.5979,3.2285,1.998,4.0643,1.8064,0.8815
194008,-1.7342,-1.752,4.8123,3.8687,-0.1429,2.7517,2.9068,4.3508,2.131,4.8047,1.9741,2.1667,2.1709,0.3558,-0.2458,0.5059,2.4783,3.9529,2.2241,2.5617,1.2668,1.4533,2.4559,1.1732,3.4055
194009,5.383,3.9547,9.8946,4.6161,3.627,7.1445,5.3249,3.0947,3.769,4.8887,4.8178,5.0663,3.9237,5.3961,0.3537,2.1862,4.2893,1.0773,2.3802,-0.0183,3.1039,1.9561,0.485,1.115,1.7361
194010,3.6946,6.1969,6.4084,4.1352,2.3502,6.5151,3.0068,4.4411,7.5044,7.9922,3.0427,3.1083,6.0709,4.7005,4.6937,3.7678,5.6166,4.6576,10.0801,12.6989,0.5307,3.5527,4.7547,8.4799,9.813
194011,6.4309,1.0079,1.8751,-0.8933,0.3202,0.8245,1.2123,1.226,-0.1982,-0.8832,-0.9219,1.0191,0.6371,1.1209,-1.6011,-2.2205,-1.1049,-0.9911,0.345,-2.9648,-2.9689,-2.0253,-2.4841,0.9293,-9.9989
194012,-2.3206,-7.6694,-7.663,-2.4498,-7.8968,-4.6864,-4.5587,-2.5937,-0.9122,-3.0571,-1.2468,-2.3315,-1.993,-1.8686,-0.4408,-0.4824,-2.2216,-2.0631,-1.0992,-1.0783,-0.6514,-1.0913,-1.4777,0.2531,0.9613
194101,-5.3994,-5.0861,-1.5346,0.584,10.1325,-4.0284,-3.1293,-2.9135,-0.6086,1.3115,-6.3522,-5.1566,-4.0981,-2.155,1.6179,-5.3935,-4.5478,-2.1221,-4.6574,0.0511,-4.5556,-3.4627,-2.8723,-3.0488,0.2863
194102,-8.3373,-3.7235,1.0322,-5.3444,-2.2316,-0.3505,-3.5633,-2.528,-3.1602,-2.3667,-4.17,-1.4306,-2.257,-2.7491,-2.4369,-2.9487,-2.9557,-0.9902,-1.4633,-2.1986,-2.1794,-2.2985,-3.3179,-2.4212,0.3631
194103,-3.9074,-2.1324,-1.6354,-0.0659,3.6069,-1.8647,1.5617,2.1877,-0.2105,4.716,-0.6006,-1.122,0.7654,1.4299,3.5834,0.2562,-2.1824,-0.6272,1.3247,3.876,-0.0543,-0.4474,0.6205,0.9954,1.4778
194104,-16.8597,-12.4714,-7.619,-4.887,-2.5684,-8.6571,-7.9387,-6.8404,-5.202,-5.972,-5.4426,-7.5075,-4.6883,-5.3881,-2.5095,-8.051,-7.1331,-6.5554,-5.3708,-5.4113,-5.208,-6.4705,-5.0962,-3.3076,-0.5537
194105,3.6797,1.6821,0.4683,1.3961,-1.4552,3.4733,0.5666,0.568,1.2512,3.82,-2.3665,0.6315,2.144,1.0946,-0.6063,3.1327,1.2372,-1.6065,-0.9689,2.2349,-0.3919,0.2745,0.7171,3.2425,-2.616
194106,-1.7136,1.7881,8.8189,7.8902,11.9601,1.9514,4.9005,5.8872,7.8961,6.0398,3.9439,5.8115,5.0961,5.559,9.5487,3.9511,6.5396,3.7125,5.4538,3.8757,6.1913,4.3286,4.5387,3.8312,1.4338
194107,18.6357,29.1731,26.3208,18.229,28.9245,9.9988,8.8825,6.7343,13.0994,20.1809,9.0118,7.1845,6.6021,12.7616,19.561,7.7522,6.7128,9.4415,11.6081,25.1695,5.6651,6.7018,6.3363,7.824,10.8048
194108,0.2335,-1.2649,-5.5179,-2.75,0.5975,-1.0906,-1.3385,-1.1457,-1.0388,0.3461,-2.6996,-2.5489,-0.255,-2.37,-2.1588,0.1723,-0.6053,0.7521,-1.1949,0.6308,-0.1097,-1.1211,-1.6113,-1.493,-4.9114
194109,-9.8016,-6.2317,-3.2783,-4.5808,-4.3633,-3.4875,-2.4205,-4.489,-0.0254,-4.0449,-3.3808,-1.9336,-1.7749,-3.3898,1.0152,-0.7066,-2.7633,-3.1826,-0.9748,-1.4545,-1.2177,-1.6736,-2.2117,-1.5772,-2.2132
194110,-9.1187,-2.8039,-8.6639,-7.8751,-7.3511,-6.4171,-5.6561,-5.8852,-5.8971,-6.973,-6.533,-6.973,-5.0986,-7.0798,-10.2536,-5.0974,-5.2862,-6.367,-5.4288,-6.5072,-6.7466,-6.8364,-5.2581,-2.6531,-2.6998
194111,-11.3909,-7.8342,-8.9377,-6.4322,-6.9027,-3.9516,-3.154,-6.843,-3.2654,-4.2946,-1.7147,-3.4665,-3.8795,-2.194,-6.2885,-1.4394,-3.6442,-2.97,-2.6629,-3.993,-2.5892,-3.7184,-3.4877,-4.2519,-3.3028
194112,-19.1434,-22.2208,-12.1937,-16.5295,-16.5076,-10.4304,-7.5787,-9.0112,-11.5253,-16.4914,-9.0859,-5.9074,-7.7281,-8.6963,-9.1546,-5.4474,-7.9254,-8.2808,-6.473,-10.2916,-3.4083,-6.3721,-7.6173,-7.2231,-7.2563
194201,33.0004,20.9386,17.638,27.2766,41.2478,9.1398,7.1505,13.6788,11.0372,18.0569,4.7896,3.5968,6.6418,7.898,13.847,-1.3873,4.7774,6.3128,8.0433,13.2509,-1.8711,3.5999,5.4218,7.0897,12.3158
194202,-2.8736,-8.2653,-0.185,-0.2285,-1.7152,0.7034,-1.0863,-2.3467,-1.0862,-1.9477,-1.491,-1.8375,-1.2512,-2.0686,-2.9645,-2.6284,-2.7069,-2.4587,-2.1334,-0.0631,-4.6353,-3.3201,-1.9667,-2.7464,-1.4357
194203,-7.5668,-6.512,-5.9753,-2.1424,-5.5511,-5.0953,-0.3315,-4.0154,-5.7652,-5.8176,-3.792,-3.0335,-7.5054,-5.8174,-7.4624,-6.7372,-6.3435,-7.7192,-4.0489,-6.3291,-6.1362,-7.753,-8.3685,-6.1743,-7.7053
194204,-6.7528,-4.0104,-3.6807,-4.7877,-2.7123,-7.7504,-6.4452,-4.8358,-3.651,-5.5515,-5.2233,-5.0238,-5.1534,-5.3479,-4.0914,-6.8451,-5.1809,-5.4755,-6.5229,-6.8148,-4.4422,-6.1479,-3.5088,-4.336,-1.7158
194205,-5.5963,1.2674,1.4077,-3.3474,0.7901,-1.5641,0.3923,1.2841,4.988,-0.3551,0.0007,2.2966,1.9202,4.0545,-1.2796,3.8267,3.5446,3.9934,1.3796,3.7726,7.161,6.4893,3.684,0.5222,-5.2626
194206,2.4027,3.6259,-0.841,4.6981,3.7155,0.8934,2.4433,-0.3049,-0.0224,1.1019,1.0366,0.5545,0.85,1.6908,1.1662,3.4412,1.8084,0.7644,0.4949,-0.9512,4.8017,1.9046,0.8259,0.8399,5.8124
194207,5.9283,10.6993,7.6607,1.6315,6.7178,3.6612,2.5689,3.7483,2.498,6.1195,3.985,4.115,2.766,4.5338,2.9997,4.0014,3.2808,4.4417,4.1156,9.079,2.6751,4.0148,3.0301,5.3223,8.8171
194208,1.3029,2.8306,2.9574,0.5358,3.8718,-1.8112,2.8114,3.3791,2.6965,3.0868,3.9761,2.4286,0.2587,1.5938,3.9426,2.1114,1.2853,1.6931,0.6313,2.7872,0.8909,1.3686,0.4424,2.7088,5.4635
